id	location	interpretation
en_6789	shocked	aghast;traumatise;shock;take aback;dismayed;appalled;floor;blow out of the water;ball over;traumatize / shock
en_6791	circulation	public exposure;dissemination;spreading;airing / organic phenomenon
en_6795	sentence	string of words;word string;linguistic string / condemnation;conviction;judgment of conviction
en_6798	novel	fiction / refreshing
en_6805	remoras	sucking fish;suckerfish;remora / self-reproach;compunction;remorse
en_6806	callus	callosity / indurate;callous;pachydermatous
en_6807	peak	top;tip;summit;crown;crest / prime;blossom;bloom;flush;efflorescence;flower;heyday
en_6813	run	race / operate;work;function;go
en_6815	cast	dramatis personae;cast of characters / plaster cast;plaster bandage
en_6817	afoul	foul;fouled / foul
en_6821	stationery	letter paper / stationary
en_6822	fret	niggle;fuss / bar;provide;supply;render;furnish
en_6824	whined	yammer;whine;snivel;yawp;grizzle / vino;wine
en_6832	necks	cervix;neck / next;following
en_6833	pay	give / devote;give
en_6834	esteem	regard;respect / steam
en_6839	celling	cell / sell
en_6840	aiken	proper name / ache;yen;pine;languish;yearn
en_6842	vent	ventilate;give vent / vent-hole;blowhole;venthole
en_6844	weight	exercising weight;free weight / weightiness
en_6848	inflation	rising prices / enlargement;expansion
en_6850	steak	cut;cut of meat / stake
en_6851	rifle	piece;firearm;small-arm / go
en_6853	strokes	apoplexy;stroke;cerebrovascular accident;CVA / stroke
en_6854	knitting	knit / rumple;pucker;cockle;crumple;knit
en_6856	driving	drive / impulsive
en_6860	struck	hit;impinge on;strike;run into;collide with / hit;come to;strike
en_6866	father	Padre / feather;plumage;plume
en_6867	Wade	walk / proper name
en_6870	walked	walk / walk
en_6871	sprinkles	scattering;sprinkling;sprinkle / jimmies
en_6874	breeze	gentle wind;air;zephyr / duck soup;walkover;piece of cake;cinch;pushover;picnic;child's play;snap
en_6876	hare	leporid mammal;leporid / hair
en_6877	came	come up;come / occur;come
en_6880	drawn	delineate;trace;line;draw;describe / draw
en_6882	changed	change / change
en_6903	contractions	muscle contraction;muscular contraction;contraction / action
en_6904	pick	guitar pick / pick up;turn around
en_6907	sign	sign off / communicate;intercommunicate
en_6916	Brandy	hard liquor;booze;John Barleycorn;hard drink;spirits;liquor;strong drink / proper name
en_6919	presently	currently / present
en_6920	key	device / central;primal;fundamental;cardinal
en_6925	John	lav;can;toilet;privy;lavatory;bathroom / proper name
en_6926	pique	temper;irritation / selection;pick;choice
en_6933	pigment	paint / figment
en_6936	muttered	mumble;mutter;croak;maunder;murmur;grumble;gnarl;mussitate / cur;mongrel;mutt
en_6943	corporal	noncom;enlisted officer;noncommissioned officer / carpal bone;carpal;wrist bone
en_6945	scoop	scoopful / exclusive
en_6950	passed	go by;pass;go past;travel by;pass by;surpass / pass;excrete;eliminate;egest
en_6958	hymned	hymn;anthem / hem
en_6964	drill	practice;practice session;exercise;recitation / tool
en_6966	stirring	soul-stirring / stir
en_6970	frank	frankfurter;hotdog;wienerwurst;weenie;hot dog;dog;wiener / plainspoken;straight-from-the-shoulder;outspoken;candid;blunt;forthright;point-blank;free-spoken
en_6972	loam	dirt;soil / lone;solitary;lonely
en_6976	baited	bait / bate
en_6982	taxing	burdensome;onerous / tax
en_6987	cushion	soften;buffer / padding;cushioning
en_6988	tacks	tack / revenue enhancement;tax;taxation
en_6989	sell	sale / prison cell;jail cell;cell
en_6991	cycles	bicycle;wheel;cycle;bike / round;rhythm;cycle
en_7000	Fret	niggle;fuss / bar
en_7001	pew	church bench / perform;do;make;execute
en_7009	Moe	proper name / cut down;mow
en_7014	mourning	lamentation;bereavement;mourn / morning time;forenoon;morn;morning
en_7022	clause	article / reason;grounds;cause
en_7024	pile	nap / megabucks;bundle;big bucks;big money
en_7025	ladle	vessel / small;slight;little
en_7037	tryst	assignation / turn;turn of events;twist
en_7040	Ribs	costa;rib / rib
en_7044	fan	device / rooter;sports fan
en_7045	till	process;work;work on / tell;say;state
en_7046	adding	sum up;add;tot up;add together;total;tote up;summate;tot;sum;tally;add up / number;total;amount;come;add up
en_7047	go	go out / go out
en_7054	butt	ass;prat;behind;backside;tooshie;keister;can;rear;fundament;rump;fanny;derriere;hind end;hindquarters;tush;tail;bottom;rear end;posterior;stern;arse;seat;nates;buns;tail end;buttocks;bum / but;only;merely;just;simply
en_7056	toasted	toast;crispen;crisp / toast;pledge;drink;salute;wassail
en_7058	expectorate	spit out;cough out;cough up;spit up / expect;anticipate
en_7063	coarse	harsh / course of instruction;course;class;course of study
en_7064	crepes	French pancake;crepe;crape / creeps
en_7068	taken	lift off;take off / get off the ground;take off
en_7069	pan	pan out / pan off;pan out
en_7078	Hyde	proper name / hide;hide out
en_7084	picked	lift up;pick up;gather up / pick up;turn around
en_7085	loess	dirt;soil / low
en_7086	sores	sore / power saw;sawing machine;saw
en_7096	Constipation	irregularity / constitution;fundamental law;organic law
en_7097	caustically	vitriolically / corrosive;vitriolic;mordant;caustic;erosive
en_7099	short	little / inadequate;poor;jejune
en_7110	berth	built in bed;bunk / nascence;birth;giving birth;nativity;parturition;birthing;nascency
en_7111	kiln	furnace / stamp out;kill
en_7113	assented	accede;acquiesce;assent / mail;post;send
en_7114	lymph	body fluid;liquid body substance;bodily fluid;humor;humour / limp;hobble;hitch;gimp
en_7116	aggregate	total;sum;totality / material;stuff
en_7127	barked	bark / Johann Sebastian Bach;Bach
en_7128	sprees	spree;fling / tree
en_7131	lute	chordophone / plunder;loot;dirty money;swag;pillage;prize;booty
en_7137	herb	flavourer;seasoning;flavouring;flavoring;flavorer;seasoner / here
en_7140	PENsive	brooding;broody;musing;reflective;meditative;wistful;pondering;ruminative;contemplative / pen
en_7143	put	put down;lay;repose / demean;take down;put down;disgrace;degrade
en_7146	guide	usher;pathfinder;scout / guidebook
en_7147	accidentals	inadvertent;accidental / accidental
en_7151	kilter	kelter / kilt
en_7156	punishment	penalisation;penalty;penalization / wordplay;pun;paronomasia;punning
en_7159	operate	work;function;go;run / operate on
en_7166	space	place;blank space / outer space
en_7170	staph	staphylococcus;staphylococci / staff
en_7171	cheetah	chetah;Acinonyx jubatus / cheat;trickster;deceiver;slicker;beguiler;cheater
en_7191	insulating	insulate / disdainful;contemptuous;scornful;affront;diss;insulting;insult
en_7194	kernel	grain;caryopsis / colonel
en_7196	rambling	jog;ramble on;ramble / tramp;cast;stray;wander;swan;vagabond;roll;rove;range;roam;ramble;drift
en_7197	suspended	suspend / suspend;debar
en_7200	fission	nuclear fission / sportfishing;fish;fishing
en_7205	lamb	young mammal / lam;getaway
en_7206	find	discover;detect;observe;notice / feel
en_7208	commission	fee / operation
en_7210	lapp	Saami;Same;Lapplander;Saame;Sami / lap
en_7212	threads	thread;yarn / train of thought;thread
en_7230	wrapped	wrapped up;bound up / cover;wrap up
en_7231	rash	skin rash;roseola;efflorescence / heady;foolhardy;reckless
en_7233	vision	sight;visual sense;visual sensation;visual modality / imaginativeness;imagination
en_7235	dispensed	dispense;administer / forgo;give up;dispense with;waive;foreswear;part with;relinquish;forego;spare
en_7243	gnus	wildebeest;gnu / news
en_7246	craftily	knavishly;cunningly;trickily;foxily;artfully;slyly / proper name
en_7249	loved	love;bed;hump;jazz;fuck;get laid;sleep with;make out;do it;be intimate;bang;screw;make love;have sex;lie with;get it on;eff;have a go at it;bonk;have it away;sleep together;have it off;know;have intercourse;roll in the hay / love
en_7254	meddle	tamper / medallion;palm;medal;ribbon;decoration;laurel wreath
en_7258	wet	modify;change;alter / whet;quicken
en_7259	grave	life-threatening;severe;dangerous;serious;grievous / tomb
en_7261	cursory	superficial;perfunctory;casual;passing / cursor;pointer
en_7267	juggler	performing artist;performer / jugular vein;jugular;vena jugularis
en_7268	magnate	baron;big businessman;king;top executive;mogul;tycoon;power;business leader / magnet
en_7271	records	record / platter;disk;record;disc;phonograph record;phonograph recording
en_7273	oddly	funnily;strangely;queerly / odds;betting odds
en_7280	pull	pull together;gather;garner;collect / force
en_7282	remote	remote control / outside
en_7286	moles	mole / mole
en_7289	consonant	alphabetic character;letter;letter of the alphabet / unceasing;ceaseless;constant;never-ending;unremitting;perpetual;incessant
en_7291	naughtily	badly;mischievously / cipher;zip;nada;goose egg;nothing;zippo;zilch;nil;zero;aught;naught;null;cypher;nix
en_7294	Abbie	proper name / abbey
en_7297	dead	impasse;deadlock;dead end;standstill;stalemate / cul;cul de sac;dead end
en_7300	clamored	clamor;clamour / clam
en_7306	garnished	garnish;garnishee / dress;trim;garnish
en_7308	Avery	proper name / aviary;bird sanctuary;volary
en_7311	ore	mineral / oar
en_7312	kidded	pull the leg of;kid;banter;josh;jolly;chaff / kid
en_7314	dammed	dam;dam up / damn;anathemise;maledict;curse;bedamn;beshrew;anathemize;imprecate
en_7318	aria	song;vocal / area;field;sphere;domain;orbit;arena
en_7320	feet	human foot;foot;pes / effort;exploit;feat
en_7327	rash	skin rash;roseola;efflorescence / heady;foolhardy;reckless
en_7334	fork	eating utensil;cutlery / branching;ramification;forking
en_7340	tables	tabular array;table / table
en_7342	hearing	legal proceeding;proceeding;proceedings / audition;sense of hearing;auditory sense;auditory modality
en_7348	Monet	Claude Monet / money
en_7350	material	information;info / fabric;textile;cloth
en_7353	cut	cutting / undercut
en_7355	presence	attending;attendance / present
en_7357	standing	position;status / move;motion;motility;movement
en_7359	boar	swine / dullard;bore
en_7360	refluxes	reflux / innate reflex;reflex action;physiological reaction;unconditioned reflex;reflex;reflex response;instinctive reflex;inborn reflex
en_7362	hooked	drug-addicted;dependant;strung-out;dependent / hook
en_7365	intoxicating	soak;inebriate;intoxicate / lift up;pick up;uplift;elate;intoxicate
en_7366	liaisons	intimacy;involvement;affaire;affair;amour;liaison / lesson
en_7370	Love	emotion / score
en_7374	pin	pin on / fix;secure;fasten
en_7376	boughs	bough / curtain call;bow
en_7377	unbelievable	unlikely;unconvincing;improbable / incredible
en_7382	bugs	bug / glitch;bug
en_7385	quivering	palpitate;quake;quiver / quiver
en_7387	turf	sward;sod;greensward / elusive;knotty;problematic;baffling;problematical;tough
en_7396	holes	hole / hole
en_7401	Melody	strain;melodic phrase;line;air;tune;melodic line / proper name
en_7406	pick	lift up;pick up;gather up / pick up
en_7409	pan	cooking pan / pan out
en_7410	waste	waste matter;waste product;waste material / rot
en_7412	spray	nebuliser;sprayer;atomiser;nebulizer;atomizer / spree;fling
en_7415	peeped	peep / peep
en_7419	ribbing	framework;frame / tease;tantalization;teasing
en_7421	knockout	smasher;lulu;stunner;sweetheart;beauty;dish;mantrap;looker;peach;ravisher / KO;kayo
en_7429	cymbalize	cymbal / symbolize;stand for;typify;symbolise;represent
en_7433	peddled	vend;peddle;monger;pitch;hawk;huckster / pedal;bicycle;wheel;cycle;bike
en_7436	bin	container / be
en_7441	date	up to now;to date / go out
en_7443	type	character;eccentric;case / character;graph;grapheme;graphic symbol
en_7446	doggedly	tenaciously / domestic dog;Canis familiaris;dog
en_7447	proof	cogent evidence / amount;measure;quantity
en_7448	ash	residue / ass
en_7451	apparently	patently;seemingly;plain;on the face of it;obviously;manifestly;plainly;evidently;ostensibly / parent
en_7456	stir	move;displace / budge;shift;agitate
en_7467	ground	earth / crunch;grind;bray;comminute;mash
en_7482	legend	fable / caption
en_7483	checked	check / check
en_7485	maize	Zea mays;corn;Indian corn / labyrinth;maze
en_7489	developed	prepare;grow;build up;develop;educate;train / develop
en_7495	makeup	make-up;war paint / make-up
en_7498	heel	undersurface;underside;bottom;skeletal structure / cad;blackguard;hound;bounder;dog
en_7502	cash	hard cash;hard currency / memory cache;cache
en_7503	phony	dissimulator;phoney;pretender;dissembler;hypocrite / phone;telephone;telephone set
en_7508	fired	give the axe;can;send away;give notice;sack;displace;force out;fire;dismiss;terminate;give the sack / discharge;fire
en_7512	lead	trail;track / tether;leash
en_7518	Beats	work over;beat;beat up / perplex;mystify;dumbfound;pose;vex;bewilder;amaze;gravel;flummox;puzzle;get;beat;baffle;stick;nonplus;stupefy
en_7523	drain	waste pipe;drainpipe / brain;encephalon
en_7527	spade	dig;turn over;delve;cut into / fade out;fade;languish;dissolve;fade away;wither
en_7530	Lessen	fall;decrease;diminish / listen
en_7535	shot	shooting;stroke / stab
en_7536	flare	solar flare / genius;flair
en_7539	ameliorated	better;meliorate;ameliorate;improve;amend / proper name
en_7548	Pier	wharf;wharfage;dock / equal;compeer;peer;match
en_7552	whine	whimper / vino;wine
en_7553	pore	channel;epithelial duct;canal;duct / poor
en_7556	pass	pass away;choke;die;perish;croak;conk;go;kick the bucket;drop dead;exit;snuff it;expire;cash in one's chips;buy the farm;give-up the ghost;decease;pop off / throw
en_7559	reel	winder / very;real;rattling;really
en_7561	meet	sports meeting / meat
en_7569	buzzy	bombilation;bombination;bombinate;bombilate;buzz / busy
en_7573	buzz	bombinate;bombilate / buzz off;bugger off;fuck off;get;scram
en_7576	cereal	breakfast food / serial
en_7578	macho	male person;male / much
en_7579	vegetate	live / grow
en_7581	position	posture;attitude / billet;post;berth;spot;office;place;situation
en_7584	bored	drill;bore / bore;tire
en_7585	catarrh	inflammation;redness;rubor / State of Qatar;Katar;State of Katar;Qatar
en_7590	grants	grant / proper name
en_7592	Stamp	stamp out;kill / postage;postage stamp
en_7593	prince	blue blood;patrician;aristocrat / photographic print;print
en_7594	degree	academic degree / level;grade
en_7595	saves	bring through;save;pull through;carry through / save;deliver;redeem
en_7600	kitten	kitty / pull the leg of;kid
en_7601	easily	easy / easel
en_7605	feet	foot;ft / effort;exploit;feat
en_7607	heal	mend / heel
en_7608	drift	drift apart;drift away / be adrift;float;blow
en_7609	periodically	sporadically / periodical
en_7612	pressing	iron;iron out;press / urgent
en_7617	expressing	give tongue to;utter;verbalize;express;verbalise / express
en_7618	ironic	ironical;dry;wry / smoothing iron;iron
en_7619	sine	sin / sign;mark
en_7624	tuna	tunny;tuna fish / tune
en_7626	mail	postal service;post;mail service / male person;male
en_7629	see	comprehend;perceive / see through
en_7630	delicious	eating apple;dessert apple / delightful
en_7631	bee	hymenopter;hymenopteron;hymenopteran;hymenopterous insect / B vitamin;B;B complex;vitamin B;vitamin B complex;B-complex vitamin
en_7637	spade	dig;turn over;delve;cut into / fade out;fade;languish;dissolve;fade away;wither
en_7640	weights	exercising weight;weight;free weight / waste
en_7641	time	clip / clock time
en_7644	tuning	tune up;tune / tune up;tune
en_7647	trunks	proboscis;trunk / short pants;shorts
en_7651	yeast	barm / east
en_7662	seasonings	flavourer;seasoning;flavouring;flavoring;flavorer;seasoner / season
en_7670	rakes	rip;roue;rake;profligate;blood;rakehell / rake
en_7672	unwind	wind off;unroll / unbend;slow down;decompress;relax;loosen up
en_7673	vainly	in vain / vane;weathervane;weather vane;wind vane
en_7674	Pat	tap;dab / proper name
en_7675	policy	insurance;insurance policy / plan of action
en_7677	vinyl	plastic / concluding;last;final;terminal;net
en_7681	scale	magnitude relation;quantitative relation / weighing machine
en_7682	storey	level;floor;story / tale;narrative;narration;history;account;story;chronicle
en_7688	stride	in good spirits;in stride / tread;pace
en_7693	leek	Allium porrum;scallion / leak;outflow;escape;leakage
en_7695	conduct	behave;comport;bear;deport;carry;acquit / direct;lead
en_7698	Shakes	milkshake;milk shake;shake / rock;shake;waggle;judder;sway;wag;agitate
en_7707	beaux	boyfriend;fellow;beau;swain / bow
en_7708	shot	shooting / crack
en_7713	stated	tell;say;state / province;state
en_7716	state	province / state of matter
en_7719	leek	Allium porrum;scallion / leak
en_7720	accord	accordance;conformity / chord
en_7722	humerus	arm bone / humorous;humourous
en_7724	jogging	jog / jog
en_7725	tension	tenseness;tautness;tensity / tenseness;stress
en_7726	foul	repelling;distasteful;loathly;repellant;disgusting;loathsome;yucky;repellent;disgustful;skanky;revolting;wicked / poultry;domestic fowl;fowl
en_7731	suggestions	proffer;suggestion;proposition / hypnotism;suggestion;mesmerism
en_7733	Candy	confect / proper name
en_7734	cool	coldness;frigidness;cold;frigidity;low temperature / poise;sang-froid;aplomb;assuredness
en_7735	scales	musical scale;scale / scale
en_7736	caw	cry / call;phone call;telephone call
en_7737	columns	editorial;column;newspaper column / pillar;column
en_7738	storm	violent storm / tempest
en_7739	fake	talk through one's hat;bullshit;bull / fade out;fade;languish;dissolve;fade away;wither
en_7740	plant	actor;role player;histrion;thespian;player / plant life;flora
en_7743	vain	in vain;vainly / venous blood vessel;vein;vena
en_7744	sine	sin / foretoken;sign;augury;preindication
en_7746	swiftly	fleetly / Dean Swift;Swift;Jonathan Swift
en_7748	irony	caustic remark;sarcasm;satire / iron;atomic number 26;Fe
en_7750	Mike	mic;microphone / proper name
en_7763	Sly	cunning;tricksy;wily;guileful;crafty;foxy;knavish;dodgy;slick;tricky / proper name
en_7765	slice	piece / slicing;fade
en_7766	hold	take hold / contain;hold in;control;check;curb;moderate
en_7767	changes	change;alteration;modification / change
en_7770	hitch	hindrance;preventative;hinderance;incumbrance;interference;preventive;encumbrance / connector;connection;connexion;connective;connecter
en_7773	ruins	ruin / downfall;ruin;ruination
en_7774	cooed	coo / takeover;coup;coup d'etat;putsch
en_7783	feat	effort;exploit / human foot;foot;pes
en_7786	arms	arm / weapon;implements of war;weaponry;weapons system;weapon system;munition;arm
en_7788	roles	role / roll;bun
en_7790	forms	form;variety;kind;sort / form
en_7803	bench	assembly / seat
en_7809	wage	earnings;pay;remuneration;salary / age
en_7818	wicket	cricket equipment / unholy;sinful;wicked
en_7822	crop	harvest / grip;handle;handgrip;hold
en_7825	beef	squawk;gripe;kick;bitch / boeuf
en_7827	pi	transcendental number / pie
en_7828	take	part;start;set out;set off;set forth;depart;take off;start out / lift off;take off
en_7833	belle	young lady;girl;missy;young woman;fille;miss / bell
en_7837	morel	mushroom / moral
en_7849	census	nose count;nosecount / good sense;mother wit;gumption;sense;common sense;horse sense
en_7850	torque	torsion / talk of the town;talk
en_7858	squealer	rat;blabber;betrayer;informer / hog;grunter;Sus scrofa;pig
en_7863	steal	steal away;slip away;sneak away;sneak out;sneak off / rip off;rip
en_7866	class	form;grade;course / elegance
en_7868	blowing	blow / fuck up;flub;bobble;mess up;louse up;bollocks up;bodge;fumble;ball up;bollocks;mishandle;botch up;botch;bollix;screw up;muck up;bungle;muff;blow;spoil;foul up;bumble;fluff;bollix up
en_7873	Tsary	tzar;czar;tsar / pitiful;sorry;sad;deplorable;lamentable;distressing
en_7875	Mimes	mummer;pantomimist;mime;pantomimer;mimer / mind;creative thinker;thinker
en_7876	sage	mentor;wise man / herb
en_7881	cuts	cut;cutting / cut
en_7882	clearly	intelligibly;understandably / clear
en_7887	baited	bait;decoy;lure / bated;bate
en_7888	circulation	organic phenomenon / spreading;spread
en_7889	dawn	get through;get across;fall into place;come home;sink in;click;penetrate / break of the day;cockcrow;sunrise;daybreak;dayspring;first light;break of day;dawning;aurora;sunup;morning
en_7897	date	engagement;appointment / edible fruit
en_7898	spectacle	foul-up;pratfall;flub;botch;boner;boo-boo;bungle;blunder;blooper;bloomer;fuckup / glasses;specs;spectacles;eyeglasses
en_7899	harried	vexed;annoyed;pestered;harassed / hairy;haired;hirsute
en_7901	Coming	advent / come up;arrive;approaching;get;come;approach
en_7902	roots	root / condition
en_7905	caret	mark / carrot
en_7908	Pops	pop;pa;daddy;dada;dad;papa;pappa / pop;soda water;tonic;soda;soda pop
en_7910	denominations	denomination / denomination
en_7911	Iris	membrane;tissue layer / proper name
en_7913	faculties	mental faculty;module;faculty / staff;faculty
en_7918	state	province / emotional state;spirit
en_7925	sole	flatfish;food fish / psyche;soul
en_7927	calves	calf / calf;sura
en_7928	plate	main course;entree / dental plate;denture
en_7944	chords	chord / cord
en_7950	focus	focussing;focusing;centering;focal point;direction / distinctness;sharpness
en_7957	account	business relationship / importance
en_7958	author	writer / offer;offering
en_7959	inferred	deduct;infer;guess;deduce;derive / fur
en_7962	steps	stair;step / measure;step
en_7963	will	at will / proper name
en_7964	hip	body part / hep;hip to
en_7967	spirits	hard liquor;booze;John Barleycorn;hard drink;liquor;strong drink / high;in high spirits
en_7969	count	numerate;number;enumerate / bet;bank;depend;rely;calculate;reckon;look;swear
en_7976	tier	bed;layer / tear;teardrop
en_7979	laid	lay off;furlough / love;bed;hump;jazz;fuck;get laid;sleep with;make out;do it;be intimate;bang;screw;make love;have sex;lie with;get it on;eff;have a go at it;bonk;have it away;sleep together;have it off;know;have intercourse;roll in the hay
en_7985	byte	computer memory unit / seize with teeth;bite
en_7988	execution	death penalty;executing;capital punishment / instruction execution
en_7989	corps	army corps / kernel;essence;substance;center;nitty-gritty;centre;sum;heart;marrow;core;heart and soul;gist;inwardness;meat;pith;nub
en_7998	haik	haick / tramp;hiking;hike
en_8001	seasoned	veteran / flavor;flavour;season
en_8003	tuned	tune up;tune / tune
en_8005	knave	rogue;scallywag;scalawag;varlet;rapscallion;rascal / nave
en_8007	porpoise	dolphin / purpose;determination
en_8010	premises	premise;assumption;premiss / site;land site
en_8011	repress	muffle;stifle;smother;strangle / suppress
en_8018	pigment	paint / figment
en_8019	count	numerate;number;enumerate / bet;bank;depend;rely;calculate;reckon;look;swear
en_8022	peaces	peace / piece
en_8029	DRIFT	mass / purport
en_8035	offal	organs;variety meat / abominable;awful;fearsome;dread;fearful;dreaded;horrific;unspeakable;direful;dire;dreadful;frightening;atrocious;painful;horrendous;terrible;nasty
en_8037	saving	save / save;deliver;redeem
en_8039	evolved	evolve;germinate;develop / evolve
en_8041	grain	cereal;cereal grass / texture
en_8045	presently	currently / present
en_8047	average	norm / average out
en_8053	coral	red coral;precious coral / choral
en_8056	blended	blend;immingle;intermingle;intermix / blend;go;blend in
en_8057	swallow	get down / believe
en_8058	coffin	casket / cough
en_8060	engraved	inscribe;grave;engrave;scratch;etch / grave;tomb
en_8062	hold	hold on;hang on;hold the line / clasp;grip;grasp;clutch;clench;clutches
en_8067	Leo	Lion;Leo the Lion / proper name
en_8070	Bill	invoice;account / proper name
en_8072	gravity	gravitation;gravitational force;gravitational attraction / sobriety;sombreness;graveness;somberness;soberness
en_8075	wickerd	wicker;wickerwork;caning / pixilated;mischievous;prankish;impish;puckish;implike;arch;wicked
en_8078	dawned	get through;get across;fall into place;come home;dawn;sink in;click;penetrate / dawn
en_8081	prism	optical prism / prison;prison house
en_8084	looking	suss out;check into;check up on;check;check out;check over;look into;go over / look
en_8095	wail	lamentation;plaint;lament / whale
en_8096	gruel	porridge / fell;brutal;roughshod;vicious;cruel;savage;barbarous
en_8098	hitch	snag;hang-up;rub / knot
en_8100	swell	crestless wave / slap-up;old;dandy;great;cracking;nifty;keen;not bad;groovy;peachy;bang-up;corking;neat;bully;smashing
en_8103	mugging	mug / mug
en_8104	draw	pull;pull out;get out;take out / interpret;represent
en_8105	intoned	chant;tone;intone / timbre;whole step;tone;step;timber;whole tone;quality
en_8106	translated	interpret;render;translate / slating;slate
en_8107	board	committee;commission / plank
en_8112	allowed	allow;admit;take into account / loud;loudly;out loud;aloud
en_8120	apatite	mineral / appetency;appetite;appetence
en_8123	roomers	roomer;lodger;boarder / rumor;hearsay;rumour
en_8131	farce	travesty;farce comedy / force;violence
en_8132	Change	alteration;modification / hard cash;cash;hard currency
en_8137	connection	association;connexion / connexion
en_8139	twist	crook;bend;turn / social dancing
en_8140	gnus	wildebeest;gnu / news;tidings;word;intelligence
en_8142	snobbery	snobbishness;snobbism / robbery
en_8149	knead	work / motive;need;motivation;demand
en_8155	covered	cover;spread over / cover;underwrite;insure
en_8156	time	clock time / moment;minute;second;instant
en_8169	expressions	verbal expression;expression;verbalism / expression;formula
en_8176	rough	unsmooth / rocky
en_8178	petal	flower petal / foot pedal;pedal;foot lever;treadle
en_8183	sheets	piece of paper;sheet of paper;sheet / bed sheet;sheet
en_8200	spark	electric discharge;arc;discharge;electric arc / sparkle;twinkle;light
en_8204	bluffed	bluff / bluff
en_8205	manor	manor house / mode;style;manner;personal manner;way;fashion
en_8209	bellicose	combative;battleful / varicose
en_8213	impression	effect / imprint;depression
en_8215	wantonly	promiscuously;licentiously / wonton soup;won ton;wonton
en_8219	waned	wane;go down;decline / rain;rain down
en_8229	oar	implement / hour;60 minutes;hr
en_8235	grater	kitchen utensil / greater
en_8238	weather	poorly;peaked;under the weather;sickly;unwell;indisposed;seedy;ailing / atmospheric condition;weather condition;conditions
en_8240	shocking	shock;take aback;floor;blow out of the water;ball over / shock
en_8241	odor	olfactory property;scent;smell;odour;aroma / orderliness;order
en_8248	kicking	sound off;kick;plain;kvetch;complain;quetch / kick
en_8249	guessed	think;imagine;guess;hazard;reckon;suppose;pretend;venture;opine / guest;invitee
en_8250	relative	relation / comparative
en_8258	barbarous	fell;brutal;roughshod;vicious;cruel;savage / barber
en_8261	swimmingly	smoothly / swim
en_8262	Cobb	proper name / cob
en_8263	suite	set / sweet
en_8265	follow	follow through / go through with;follow through;carry out;put through;follow out;implement;follow up
en_8271	looked	admire;look up to / look
en_8276	blazes	blazing;blaze / blaze;hell
en_8277	fortitude	braveness;natural virtue;courageousness;courage;bravery / XL;xl;40;twoscore;forty
en_8278	Caesars	Caesar;Gaius Julius Caesar;Julius Caesar / scissors;pair of scissors
en_8280	washed	wash off;wash out;wash;wash away;water-washed / wash out
en_8287	briefly	in brief;concisely;in short;shortly / brief;legal brief
en_8288	stroke	print;mark / fortuity;chance event;accident
en_8295	stars	star / principal;star;lead
en_8296	fired	give the axe;can;send away;give notice;sack;displace;force out;fire;dismiss;terminate;give the sack / discharge;fire
en_8297	doggedly	tenaciously / domestic dog;Canis familiaris;dog
en_8300	landslide	triumph;victory / landslip
en_8318	verse	poesy;rhyme;poetry / worse
en_8320	span	duration;continuance / bridge
en_8321	Saving	save / save;deliver;redeem
en_8328	focus	focussing;focusing;centering;focal point;direction / distinctness;sharpness
en_8338	dummies	dummy;booby;pinhead;dumbbell;boob;dope / dummy
en_8342	legends	legend;fable / legend;caption
en_8344	miners	miner;mineworker / shaver;small fry;minor;kid;nestling;nipper;tike;tyke;tiddler;youngster;fry;child
en_8345	pears	pear / equal;compeer;peer;match
en_8354	Harry	proper name / hairy;haired;hirsute
en_8363	disconnected	disconnect;unplug / confused;disjointed;disordered;garbled;illogical;scattered;unconnected
en_8364	shrink	head-shrinker;psychiatrist / contract
en_8365	heel	travel along;follow / heal;mend
en_8366	grilled	grill / grill
en_8367	sting	bite;insect bite / sting operation
en_8380	lion	Panthera leo;king of beasts / telephone circuit;line;telephone line;phone line;subscriber line
en_8389	drain	waste pipe;drainpipe / depletion
en_8394	son	boy / sun;Sun
en_8401	Make	make up;catch up with / make up
en_8402	snapped	snarl;snap / photograph;shoot;snap
en_8409	behind	ass;prat;backside;tooshie;keister;can;rear;fundament;rump;fanny;derriere;hind end;hindquarters;tush;tail;bottom;rear end;posterior;stern;arse;seat;nates;buns;tail end;buttocks;bum;butt / in arrears;behindhand
en_8411	sprite	proper name / wound;spite;offend;hurt;bruise;injure
en_8412	pi	transcendental number / pie
en_8414	breaths	breath / titty;knocker;breast;bosom;boob;tit
en_8415	rapidly	chop-chop;in short order;quickly;speedily;apace / rapid
en_8416	highlight	high spot / highlighting
en_8421	suck	draw;take out / go down on;fellate;blow
en_8424	waffle	cake / awful;frightful;tremendous;terrible
en_8425	delete	cancel;erase;edit;blue-pencil / delectation;delight
en_8443	cd	compact disc;compact disk / squalid;sordid;seamy;sleazy;seedy
en_8446	sum	sum up;resume;summarise;summarize / sum up;add;tot up;add together;total;tote up;summate;tot;tally;add up
en_8448	made	make up;make / manufacture;make up;cook up;invent;fabricate
en_8450	core	center;centre;midpoint / kernel;essence;substance;center;nitty-gritty;centre;sum;heart;marrow;heart and soul;gist;inwardness;meat;pith;nub
en_8458	Vegas	proper name / vague;shadowy;wispy;dim;faint
en_8459	serial	nonparallel;in series / cereal
en_8462	Gap	opening / proper name
en_8467	coroner	medical examiner / corner;box
en_8470	sequins	spangle;diamante;sequin / succession;sequence
en_8474	peasant	agricultural labourer;agricultural laborer / pleasant
