id_en	text_en	text_clean	manual_location	manual_type	manual_alternative	generated_location	generated_type	generated_alternative	phrase_en
en_1914	"''You resemble a goat,'' said Tom satirically."	"You resemble a goat, he said satirically."	satirically	homophonic	satyr	resemble	homophonic	assemble	resemble a goat
en_1926	Did you hear about the father that was difficult to see? He was transparent.	Did you hear about the father that was difficult to see? He was transparent.	transparent	homographic	transparent	transparent	homographic	clear	difficult to see
en_1927	Jesus changes grave situations. Happy Easter.	Jesus changes grave situations. Happy Easter.	grave	homographic	grave	grave	homographic	serious	grave situations
en_1929	A wig van blew up on the motorway - police are combing the area.	A wig van blew up on the motorway-police are combing the area.	combing	homographic	combing	combing	homophonic	combing	combing the area
en_1931	"To emphasize that someone is a stranger: ''As we used to say in the cheese industry, I don't know him from Edam.''"	"To emphasize that someone is a stranger: ""As we used to say in the cheese industry, I don't know him from Edam."""	edam	homophonic	Adam	Edam	homophonic	Adam	don't know him from Adam
en_1940	Partying Saturday and Sunday leaves me feeling weakened.	Partying Saturday and Sunday leaves me feeling weakened.	weakened	homophonic	weekend	weakened	homophonic	weekend	feeling weakened
en_1943	Safety goggles were invented by a peripheral visionary.	Safety goggles were invented by a peripheral visionary.	visionary	homophonic	vision	visionary	homophonic	vision	peripheral vision
en_1951	"''Waiter, there's a fly in my soup!'' ''Force of habit, sir, the chef used to be a tailor."	"Waiter, there's a fly in my soup! ""Force of habit, sir, the chef used to be a tailor."	fly	homographic	fly	fly	homographic	fastener	fly in my soup
en_1953	"Have an optometrist run for president, because they are people of vision."	"Have an optometrist run for president, because they are people of vision."	vision	homographic	vision	vision	homographic	foresight	people of vision
en_1954	The Net - surfing bandits always ended an operation by clearing out the cash.	The Net-surfing bandits always ended an operation by clearing out the cash.	cash	homophonic	cache	surfing	homographic	browsing	Net-surfing
en_1955	If you walk along a railroad track you may soon feel run down.	If you walk along a railroad track you may soon feel run down.	run	homographic	run	run	homophonic	rundown	feel run down
en_1959	A man stole a case of soap from the corner store. The police said he made a clean getaway.	A man stole a case of soap from the corner store. The police said he made a clean getaway.	clean	homographic	clean	clean	homographic	successful	clean getaway
en_1960	My advanced geometry class is full of squares.	My advanced geometry class is full of squares.	squares	homographic	squares	squares	homographic	nerds	full of squares
en_1969	He had a difficult time bouncing back from his bungee cord accident.	He had a difficult time bouncing back from his bungee cord accident.	bouncing	homographic	bouncing	bouncing	homographic	recovering	bouncing back
en_1972	A teacher having a tough time longs for the end of the school daze.	A teacher having a tough time longs for the end of the school daze.	daze	homophonic	days	daze	homophonic	days	end of the school days
en_1980	The rabbi became a professional golfer because he was good at making the cut.	The rabbi became a professional golfer because he was good at making the cut.	cut	homographic	cut	cut	homographic	selection	making the cut
en_200	When poker players have to fold they feel a bit discarded.	When poker players have to fold they feel a bit discarded.	discarded	homographic	discarded	fold	homographic	collapse	have to fold
en_2004	"I'll take that, said Tom appropriately."	"I'll take that, he said appropriately."	appropriately	homophonic	appropriate	appropriately	homophonic	a prop	take that
en_2007	OLD JANITORS never die they just get swept up.	Old janitors never die they just get swept up.	swept	homographic	swept	swept	homographic	removed	get swept up
en_2010	"I feel empty inside, Tom hollered."	"I feel empty inside, he hollered."	hollered	homophonic	hole	hollered	homophonic	hollow	feel empty inside
en_2014	"Doctor, Doctor, you've got to help me. I think I'm a kleptomaniac. - Don't worry. I think there's something you can take for that. Next."	"Doctor, Doctor, you've got to help me. I think I'm a kleptomaniac.-Don't worry. I think there's something you can take for that. Next."	take	homographic	take	take	homographic	steal	something you can take for that
en_2018	Badminton players are for the birds.	Badminton players are for the birds.	birds	homophonic	birdies	birds	homophonic	birdies	for the birds
en_2020	A good carpenter will do his work and then varnish without a trace.	A good carpenter will do his work and then varnish without a trace.	varnish	homophonic	vanish	varnish	homophonic	vanish	without a trace
en_2024	The Biomedical Engineer didn't have the heart to check the EKG machine.	The Biomedical Engineer didn't have the heart to check the EKG machine.	heart	homographic	heart	heart	homographic	courage	have the heart
en_2027	The dance club opened to rave reviews.	The dance club opened to rave reviews.	rave	homographic	rave	rave	homographic	party	rave reviews
en_204	50 Shades of Grace	50 Shades of Grace	grace	homophonic	gray	Grace	homophonic	Grey	50 Shades of Grey
en_2045	My name is Matt. I'm a doorman.	My name is Matt. I'm a doorman.	matt	homophonic	mat	Matt	homophonic	mat	doormat
en_2050	It's hard for a depressed turtle to get out of his shell.	It's hard for a depressed turtle to get out of his shell.	shell	homographic	shell	shell	homographic	comfort zone	get out of his shell
en_2052	"Old bakers never die, they just keep making lots of dough."	"Old bakers never die, they just keep making lots of dough."	dough	homographic	dough	dough	homographic	money	making lots of dough
en_2058	OLD LAWYERS never die they just lose their judgment.	Old lawyers never die they just lose their judgment.	judgment	homographic	judgment	judgment	homophonic	temperament	lose their judgment
en_2061	A cowboy who was also an artist could draw fast.	A cowboy who was also an artist could draw fast.	draw	homographic	draw	draw	homographic	sketch	draw fast
en_2064	Marconi was not wired up about going.	Marconi was not wired up about going.	wired	homographic	wired	wired	homophonic	fired	wired up
en_207	Plenty of people give the lord credit. Few give him cash.	Plenty of people give the lord credit. Few give him cash.	credit	homographic	credit	credit	homographic	praise	give the lord credit
en_2070	"He tried to sell me glass with imperfections in it, but I saw through it."	"He tried to sell me glass with imperfections in it, but I saw through it."	saw	homographic	saw	saw	homographic	understood	saw through it
en_208	OLD PILOTS never die they just go to a higher plane.	Old pilots never die they just go to a higher plane.	plane	homophonic	place	plane	homophonic	plain	go to a higher plane
en_2089	Are Philosophy papers graded with Marx out of ten?	Are Philosophy papers graded with Marx out of ten?	marx	homophonic	marks	Marx	homophonic	marks	graded with marks out of ten
en_2093	"OLD COUPON CLIPPERS never die, they just expire."	"Old coupon clippers never die, they just expire."	expire	homographic	expire	expire	homographic	cease to live	never die
en_2097	A basketball player couldn't control his saliva but he could sure dribble.	A basketball player couldn't control his saliva but he could sure dribble.	dribble	homographic	dribble	dribble	homographic	dribble	control his saliva
en_2103	The pun in the title of the play ''The Importance of Being Earnest'' was a Wilde idea.	"The pun in the title of the play ""The Importance of Being Earnest"" was a Wilde idea."	wilde	homophonic	wild	Wilde	homophonic	wild	wild idea
en_2104	"Because the champion angler instructed his pupils to cast their lines where the river runs through narrow chasms, they called him the ''fissure King.''"	"Because the champion angler instructed his pupils to cast their lines where the river runs through narrow chasms, they called him the ""fissure King."""	fissure	homophonic	fisher	fissure	homophonic	fisher	fisher king
en_2109	"Old lumberjacks never die, they just pine away."	"Old lumberjacks never die, they just pine away."	pine	homographic	pine	pine	homophonic	pining	pine away
en_2111	Dermatologists often make rash statements.	Dermatologists often make rash statements.	rash	homographic	rash	rash	homographic	reckless	rash statements
en_2117	An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation.	An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation.	gravity	homographic	gravity	gravity	homographic	seriousness	gravity of the situation
